conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,num_words,num_chars,num_messages,sentiment
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,very good work  stinks we have to wait on blue,2021-03-03T19:19:29.125Z,very good work!  stinks we have to wait on blue!,10,46,1,"{'negative': 0.06738629937171936, 'neutral': 0.21377970278263092, 'positive': 0.7188339829444885}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,riduculous,2021-03-03T19:19:50.781Z,riduculous!,1,10,1,"{'negative': 0.61448073387146, 'neutral': 0.26762717962265015, 'positive': 0.11789203435182571}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,that will make these rounds go much longer,2021-03-03T19:19:56.054Z,that will make these rounds go much longer.,8,42,1,"{'negative': 0.25547677278518677, 'neutral': 0.6959112882614136, 'positive': 0.04861191287636757}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,we have to wait alot,2021-03-03T19:20:14.536Z,we have to wait alot,5,20,1,"{'negative': 0.7279214859008789, 'neutral': 0.2503698468208313, 'positive': 0.02170865423977375}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,we are gonna be here so much longer  really stinks,2021-03-03T19:20:29.150Z,we are gonna be here so much longer.  really stinks!,10,50,1,"{'negative': 0.9257006645202637, 'neutral': 0.06819401681423187, 'positive': 0.006105287931859493}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,have you all done this before,2021-03-03T19:20:35.366Z,have you all done this before?,6,29,1,"{'negative': 0.090884730219841, 'neutral': 0.8749815225601196, 'positive': 0.0341336727142334}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,me no,2021-03-03T19:20:44.371Z,"me, no.",2,5,1,"{'negative': 0.13590408861637115, 'neutral': 0.6297566294670105, 'positive': 0.23433935642242432}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,no i have never done this one,2021-03-03T19:20:45.015Z,no i have never done this one,7,29,1,"{'negative': 0.4280378520488739, 'neutral': 0.5300551652908325, 'positive': 0.04190700873732567}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,also no,2021-03-03T19:20:48.001Z,also no,2,7,1,"{'negative': 0.3898024260997772, 'neutral': 0.5605813264846802, 'positive': 0.04961620643734932}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,no this is the first time,2021-03-03T19:20:50.982Z,no this is the first time,6,25,1,"{'negative': 0.20064765214920044, 'neutral': 0.7405281662940979, 'positive': 0.05882423371076584}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,ZZgx2tcnHmfBbbuuq,nope,2021-03-03T19:20:56.768Z,nope,1,4,1,"{'negative': 0.1321893036365509, 'neutral': 0.5426124930381775, 'positive': 0.3251982629299164}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,this is a great task  if everyone was playing,2021-03-03T19:21:02.229Z,this is a great task - if everyone was playing!,9,45,1,"{'negative': 0.0045518456026911736, 'neutral': 0.01922518014907837, 'positive': 0.9762229919433594}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,ive never done it and its really cool except waiting on the blue guy,2021-03-03T19:21:03.403Z,i've never done it. and it's really cool except waiting on the blue guy,14,68,1,"{'negative': 0.006101788021624088, 'neutral': 0.03829813748598099, 'positive': 0.9556000828742981}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,yeah kind of fun,2021-03-03T19:21:17.229Z,"yeah, kind of fun",4,16,1,"{'negative': 0.00770411966368556, 'neutral': 0.05037486180663109, 'positive': 0.9419209957122803}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,the fast pace made me think everybody else was an expert,2021-03-03T19:21:23.936Z,the fast pace made me think everybody else was an expert,11,56,1,"{'negative': 0.2217419594526291, 'neutral': 0.69474858045578, 'positive': 0.08350943773984909}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,it is really fun,2021-03-03T19:21:27.592Z,it is really fun,4,16,1,"{'negative': 0.006568903103470802, 'neutral': 0.027793465182185173, 'positive': 0.9656376242637634}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,we are just smart turkers,2021-03-03T19:21:38.030Z,we are just smart turkers!,5,25,1,"{'negative': 0.1289183646440506, 'neutral': 0.6397988796234131, 'positive': 0.23128274083137512}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,i think everyone was just excited to get started and were seeing how it worked we got it this time,2021-03-03T19:21:50.736Z,"i think everyone was just excited to get started, and were seeing how it worked. we got it this time!",20,98,1,"{'negative': 0.02122475951910019, 'neutral': 0.23405058681964874, 'positive': 0.7447246313095093}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,i agree green,2021-03-03T19:22:07.073Z,"i agree, green",3,13,1,"{'negative': 0.019233908504247665, 'neutral': 0.3372926414012909, 'positive': 0.6434734463691711}"
8Tn58Shn84QLt98gm,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],434.0,48.0,9.041666666666666,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'negative': 0.09361125528812408, 'neutral': 0.6808652877807617, 'positive': 0.22552354633808136}"
biv6qmjxFHmfqCKDo,1,High,High,High,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],621.0,72.0,8.625,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'negative': 0.09361125528812408, 'neutral': 0.6808652877807617, 'positive': 0.22552354633808136}"
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,XApfLti4Kp76QzSnj,you guys are really smart,2021-03-03T19:11:14.174Z,you guys are really smart,5,25,1,"{'negative': 0.011931732296943665, 'neutral': 0.032007284462451935, 'positive': 0.9560609459877014}"
